level_harga,kode_provinsi,provinsi,komoditas,tanggal,n_raw_rows,unique_price_count,harga_rupiah,min_price,max_price,tahun,bulan_num,price_conflict_source,usd_idr_rata_rata_bulanan,usd_change_1m_pct,usd_change_3m_pct,harga_lag_1,harga_lag_2,harga_lag_3,harga_bulan_berikutnya,target_perubahan_harga_1_bulan_pct,target_log_return_1_bulan_pct,perubahan_harga_1_bulan_pct,rata_rata_harga_3_bulan_lalu,std_harga_3_bulan_lalu,bulan_sin,bulan_cos,is_sumatera_barat,flag_change_abs_100pct,flag_target_abs_100pct,flag_change_mad,flag_target_mad,flag_source_conflict,outlier_audit_flag,target_extreme_flag,prediksi,aktual,absolute_error
konsumen,13,Sumatera Barat,Kedelai Biji Kering,2025-04-01,1,1,10716.0,10716.0,10716.0,2025,4,0,16768.4090909091,1.8197826496678449,3.1300563392879788,10595.0,10612.0,10554.0,10853.0,1.27846211272864,1.270358778151569,1.1420481359131651,10587.0,24.34474618201362,0.8660254037844387,-0.4999999999999998,1,False,False,False,False,False,False,False,-0.16786219710350225,1.27846211272864,1.4463243098321423
